0,622
0,119
0,924
0,569
0,1427
0,852
0,1223
0,541
0,936
0,1236
0,1070
0,72
0,1093
0,162
0,1459
0,1397
0,491
0,91
0,483
0,353
0,1350
0,1047
0,461
0,652
0,293
0,962
0,1393
0,710
0,14
0,463
0,1406
0,1159
0,630
0,1115
0,588
0,1465
0,291
0,856
0,1302
0,208
0,885
0,92
0,220
0,205
0,1007
0,1442
0,1079
0,98
0,1480
0,1137
0,1466
0,728
0,1260
0,357
0,1030
0,637
0,403
0,572
0,953
0,1181
0,1344
0,228
0,783
0,712
0,1112
0,168
0,1354
0,535
0,1168
0,1242
0,1211
0,629
0,249
0,60
0,1105
0,1319
0,482
0,1022
0,269
0,1195
0,241
0,880
0,1293
0,650
0,754
1,1176
1,343
1,1155
1,1156
1,397
1,932
1,740
1,1068
1,719
1,1373
1,1221
1,844
1,783
1,124
1,1411
1,123
1,1227
1,521
1,652
1,1493
1,213
1,211
1,987
1,1351
1,600
1,916
1,711
1,1116
1,1177
1,1036
1,315
1,380
1,1389
1,1291
1,300
1,739
1,216
1,842
1,406
1,107
1,628
1,414
1,1262
1,734
1,965
1,1260
1,1136
1,353
1,1261
1,1264
1,645
1,429
1,1490
1,311
1,1361
1,153
1,1041
1,18
1,635
1,1129
1,763
1,143
1,687
1,541
1,1237
1,1350
2,982
2,341
2,920
2,879
2,1236
2,1049
2,510
2,450
2,599
2,213
2,232
2,941
2,781
2,1159
2,1418
2,1209
2,906
2,1312
2,641
2,1057
2,864
2,316
2,1166
2,162
2,258
2,1446
2,127
2,946
2,640
2,1340
2,1191
2,280
2,860
2,485
2,1406
2,388
2,608
2,1221
2,470
2,1031
2,1492
2,609
2,792
2,922
2,176
2,1362
2,1035
2,139
2,119
2,454
2,925
2,425
2,901
2,20
2,592
2,1136
2,1459
2,498
2,521
2,891
2,340
2,606
2,345
2,84
2,897
2,211
2,795
2,513
2,1132
2,793
2,1431
2,1460
2,41
2,746
2,277
3,453
3,1333
3,325
3,801
3,523
3,1121
3,625
3,809
3,427
3,363
3,806
3,912
3,509
3,661
3,14
3,1263
3,1189
3,607
3,545
3,1294
3,1147
3,492
3,1055
3,251
3,525
3,633
3,285
3,272
3,956
3,838
3,428
3,22
3,550
3,1175
3,1246
3,99
3,6
3,666
3,1111
3,616
3,902
3,753
3,949
3,603
3,129
3,724
3,237
3,655
3,1067
3,897
3,893
3,217
3,884
3,105
3,1239
3,898
3,351
3,35
3,1264
3,12
3,1235
3,1028
3,1409
3,1213
3,1488
3,448
3,1168
3,409
3,1196
3,637
3,1276
3,1041
3,410
3,829
3,1369
4,524
4,920
4,412
4,1133
4,574
4,637
4,817
4,1467
4,227
4,1470
4,230
4,1410
4,602
4,993
4,699
4,621
4,1019
4,623
4,1169
4,1001
4,610
4,748
4,509
4,37
4,855
4,761
4,540
4,596
4,929
4,61
4,1244
4,1154
4,1025
4,1422
4,101
4,47
4,537
4,379
4,801
4,1043
4,1312
4,1145
4,861
4,958
4,1041
4,1295
4,1053
4,1091
4,534
4,854
4,98
4,1267
4,304
4,662
4,830
4,1378
4,527
4,267
4,1165
4,1062
4,148
4,447
4,257
4,363
4,720
4,1442
4,991
4,1040
4,1324
4,274
4,1162
4,281
4,298
5,1059
5,419
5,842
5,1001
5,627
5,1032
5,57
5,1022
5,1398
5,618
5,593
5,292
5,94
5,81
5,225
5,483
5,320
5,1190
5,163
5,1024
5,1330
5,462
5,1408
5,218
5,887
5,1086
5,38
5,575
5,930
5,235
5,755
5,1034
5,757
5,340
5,985
5,466
5,1234
5,1161
5,847
5,281
5,20
5,663
5,1388
5,388
5,1343
5,1397
5,728
5,1348
5,1167
5,568
5,100
5,1490
5,564
5,1431
5,392
5,16
5,159
5,1246
5,615
5,1200
5,273
5,834
5,1471
5,741
5,822
5,291
5,1269
5,893
5,746
5,1112
5,869
5,910
5,451
5,68
5,1279
5,11
5,668
5,1418
5,527
5,856
5,423
5,1444
5,510
5,33
5,1095
5,888
5,310
5,137
5,540
5,1274
5,536
5,176
6,593
6,596
6,559
6,465
6,534
6,1271
6,1337
6,964
6,438
6,1019
6,723
6,620
6,204
6,70
6,209
6,392
6,1378
6,1004
6,1499
6,898
6,965
6,551
6,674
6,1021
6,889
6,861
6,1169
6,1405
6,585
6,5
6,466
6,1010
6,176
6,318
6,1057
6,569
6,795
6,1430
6,457
6,700
6,865
6,836
6,1305
6,1357
6,1406
6,1143
6,12
6,1411
6,892
6,783
6,664
6,421
6,871
6,1345
6,1286
6,134
6,749
6,624
6,806
6,110
6,779
6,504
6,1439
6,1105
6,616
6,186
6,115
6,315
6,977
6,66
6,883
6,1013
6,407
6,947
6,621
6,411
6,1454
6,625
6,261
6,43
6,1202
6,88
6,1368
6,1101
7,674
7,557
7,949
7,1221
7,1241
7,1131
7,1226
7,603
7,891
7,277
7,1079
7,1417
7,409
7,159
7,897
7,591
7,385
7,276
7,691
7,1169
7,247
7,1095
7,543
7,329
7,27
7,1254
7,878
7,1483
7,1088
7,1076
7,461
7,105
7,568
7,1225
7,735
7,928
7,64
7,1403
7,529
7,1100
7,1439
7,708
7,912
7,693
7,418
7,261
7,255
7,243
7,1214
7,1432
7,1399
7,776
7,241
7,653
7,1227
7,1473
7,348
7,668
7,1155
7,706
7,1469
7,837
8,1005
8,836
8,248
8,335
8,1377
8,780
8,1101
8,244
8,573
8,834
8,1227
8,687
8,956
8,1078
8,1290
8,561
8,642
8,717
8,75
8,432
8,354
8,1407
8,1169
8,1079
8,417
8,971
8,33
8,1113
8,355
8,747
8,657
8,1131
8,418
8,114
8,230
8,507
8,441
8,390
8,138
8,1271
8,190
8,937
8,882
8,15
8,1366
8,1391
8,651
8,542
8,923
8,1104
8,110
8,247
8,427
8,62
8,1193
8,684
8,917
8,369
8,315
8,1028
8,1473
8,39
8,1410
8,1073
8,865
8,279
8,1325
8,966
8,514
8,1241
8,1050
8,13
8,586
8,787
8,178
8,508
8,534
8,1319
8,319
8,1311
8,254
8,1041
8,361
9,536
9,1223
9,406
9,1495
9,1286
9,499
9,479
9,1183
9,576
9,737
9,937
9,993
9,314
9,495
9,1405
9,747
9,1443
9,1255
9,1259
9,1248
9,1288
9,101
9,535
9,586
9,974
9,82
9,603
9,758
9,1385
9,325
9,771
9,508
9,1158
9,1317
9,941
9,418
9,514
9,193
9,250
9,376
9,1497
9,896
9,930
9,709
9,371
9,462
9,263
9,701
9,1029
9,682
9,962
9,1371
9,145
9,61
9,1138
9,509
9,1449
9,866
9,186
9,290
9,399
9,1139
9,911
9,1380
9,155
9,717
9,473
9,361
9,306
9,365
9,1339
9,524
9,1238
9,830
9,764
9,385
9,491
9,780
9,409
9,612
9,956
9,1063
9,640
9,488
9,81
9,354
9,357
9,484
9,910
9,1316
9,1152
9,300
10,89
10,489
10,764
10,1131
10,508
10,756
10,1302
10,43
10,583
10,652
10,156
10,769
10,552
10,512
10,823
10,436
10,625
10,493
10,432
10,1451
10,62
10,158
10,184
10,658
10,1388
10,991
10,76
10,857
10,1180
10,494
10,1088
10,1435
10,732
10,1065
10,405
10,710
10,373
10,488
10,786
10,1311
10,439
10,1134
10,1446
10,456
10,1158
10,478
10,245
10,1469
10,413
10,942
10,368
10,1459
10,19
10,174
10,1074
10,199
10,593
10,646
10,651
10,1367
10,549
10,15
10,1397
10,440
10,1091
10,589
10,1194
10,558
10,1271
10,1197
10,48
10,902
10,179
10,233
10,1404
10,813
10,49
10,1149
10,632
10,1422
10,1171
10,257
11,525
11,539
11,187
11,741
11,150
11,1375
11,35
11,1097
11,283
11,126
11,506
11,739
11,747
11,701
11,1239
11,507
11,941
11,1357
11,503
11,2
11,32
11,176
11,950
11,1148
11,1062
11,955
11,541
11,33
11,197
11,81
11,646
11,1347
11,1336
11,1044
11,573
11,223
11,1055
11,551
11,57
11,1418
11,1087
11,58
11,815
11,898
11,142
11,350
11,985
11,1130
11,660
11,1493
11,1499
11,751
11,258
11,1248
11,1444
11,919
11,963
11,1274
11,861
11,821
11,158
11,1397
11,579
11,246
11,829
11,802
11,74
11,1411
11,890
11,782
11,833
11,880
11,1021
11,87
11,476
11,674
11,379
11,454
11,1369
12,9
12,974
12,470
12,296
12,1216
12,731
12,876
12,1045
12,946
12,712
12,425
12,466
12,1393
12,899
12,36
12,334
12,1136
12,907
12,942
12,206
12,1489
12,1362
12,764
12,1424
12,744
12,704
12,1050
12,1289
12,320
12,1223
